334;2802908;Itabaiana;SE;95427;/wiki/Itabaiana_(Sergipe)
335;3144805;Nova Lima;MG;94889;/wiki/Nova_Lima
336;2101400;Balsas;MA;94887;/wiki/Balsas
337;4104303;Campo Mourão;PR;94859;/wiki/Campo_Mour%C3%A3o
338;3557105;Votuporanga;SP;94547;/wiki/Votuporanga
339;5102504;Cáceres;MT;94376;/wiki/C%C3%A1ceres_(Mato_Grosso)
340;3522406;Itapeva;SP;94354;/wiki/Itapeva_(S%C3%A3o_Paulo)
341;3508504;Caçapava;SP;94263;/wiki/Ca%C3%A7apava
342;3147105;Pará de Minas;MG;93969;/wiki/Par%C3%A1_de_Minas
343;3133808;Itaúna;MG;93214;/wiki/Ita%C3%BAna
344;3530805;Mogi Mirim;SP;93189;/wiki/Mogi_Mirim
345;3147006;Paracatu;MG;93158;/wiki/Paracatu
346;5006606;Ponta Porã;MS;92526;/wiki/Ponta_Por%C3%A3
347;3113404;Caratinga;MG;92062;/wiki/Caratinga
348;3549102;São João da Boa Vista;SP;91211;/wiki/S%C3%A3o_Jo%C3%A3o_da_Boa_Vista
349;5204508;Caldas Novas;GO;91162;/wiki/Caldas_Novas
350;4108403;Francisco Beltrão;PR;91093;/wiki/Francisco_Beltr%C3%A3o
351;3550605;São Roque;SP;91016;/wiki/S%C3%A3o_Roque_(S%C3%A3o_Paulo)
352;3555406;Ubatuba;SP;90799;/wiki/Ubatuba
353;3148103;Patrocínio;MG;90757;/wiki/Patroc%C3%ADnio
354;3504503;Avaré;SP;90655;/wiki/Avar%C3%A9
355;5107925;Sorriso;MT;90313;/wiki/Sorriso_(Mato_Grosso)
356;3139409;Manhuaçu;MG;90229;/wiki/Manhua%C3%A7u
357;3162500;São João del-Rei;MG;90082;/wiki/S%C3%A3o_Jo%C3%A3o_del-Rei
358;2806701;São Cristóvão;SE;90072;/wiki/S%C3%A3o_Crist%C3%B3v%C3%A3o_(Sergipe)
359;5217609;Planaltina;GO;89918;/wiki/Planaltina_(Goi%C3%A1s)
360;3168705;Timóteo;MG;89842;/wiki/Tim%C3%B3teo
361;3503901;Arujá;SP;89824;/wiki/Aruj%C3%A1
362;3305505;Saquarema;RJ;89170;/wiki/Saquarema
363;2109908;Santa Inês;MA;89044;/wiki/Santa_In%C3%AAs_(Maranh%C3%A3o)
364;3550704;São Sebastião;SP;88980;/wiki/S%C3%A3o_Sebasti%C3%A3o_(S%C3%A3o_Paulo)
365;3527207;Lorena;SP;88706;/wiki/Lorena_(S%C3%A3o_Paulo)
366;1200203;Cruzeiro do Sul;AC;88376;/wiki/Cruzeiro_do_Sul_(Acre)
367;4118402;Paranavaí;PR;88374;/wiki/Paranava%C3%AD
368;2101608;Barra do Corda;MA;88212;/wiki/Barra_do_Corda
369;2311306;Quixadá;CE;87728;/wiki/Quixad%C3%A1
370;2919553;Luís Eduardo Magalhães;BA;87519;/wiki/Lu%C3%ADs_Eduardo_Magalh%C3%A3es_(Bahia)
371;2906501;Candeias;BA;87076;/wiki/Candeias_(Bahia)
372;1709500;Gurupi;TO;86647;/wiki/Gurupi
373;2613909;Serra Talhada;PE;86350;/wiki/Serra_Talhada
374;1100049;Cacoal;RO;85359;/wiki/Cacoal
375;1301209;Coari;AM;85097;/wiki/Coari
376;1506138;Redenção;PA;84787;/wiki/Reden%C3%A7%C3%A3o_(Par%C3%A1)
377;3509601;Campo Limpo Paulista;SP;84650;/wiki/Campo_Limpo_Paulista
